wording_id,perm,qidx,correct
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",45,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",46,1
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",47,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",48,1
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",49,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",50,1
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",51,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",52,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",53,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",54,1
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",55,1
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",56,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",57,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",58,0
0f6f9eac05,"[0, 1, 2, 3, 4, 5, 6, 7]",59,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",0,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",1,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",2,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",3,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",4,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",5,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",6,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",7,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",9,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",10,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",11,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",12,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",13,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",14,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",15,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",16,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",17,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",18,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",19,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",20,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",21,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",22,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",23,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",24,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",25,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",26,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",27,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",28,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",29,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",30,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",31,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",32,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",33,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",34,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",35,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",36,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",37,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",38,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",39,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",40,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",41,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",42,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",43,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",44,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",45,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",46,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",47,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",48,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",49,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",50,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",51,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",52,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",53,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",54,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",55,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",56,1
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",57,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",58,0
f409be272f,"[0, 1, 2, 3, 4, 5, 6, 7]",59,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",0,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",1,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",2,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",3,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",4,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",5,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",6,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",7,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",9,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",10,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",11,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",12,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",13,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",14,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",15,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",16,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",17,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",18,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",19,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",20,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",21,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",22,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",23,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",24,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",25,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",26,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",27,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",28,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",29,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",30,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",31,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",32,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",33,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",34,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",35,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",36,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",37,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",38,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",39,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",40,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",41,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",42,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",43,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",44,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",45,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",46,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",47,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",48,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",49,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",50,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",51,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",52,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",53,1
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",54,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",55,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",56,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",57,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",58,0
d07de6787f,"[0, 1, 2, 3, 4, 5, 6, 7]",59,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",0,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",1,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",2,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",3,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",4,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",5,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",6,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",7,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",9,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",10,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",11,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",12,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",13,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",14,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",15,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",16,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",17,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",18,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",19,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",20,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",21,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",22,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",23,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",24,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",25,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",26,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",27,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",28,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",29,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",30,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",31,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",32,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",33,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",34,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",35,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",36,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",37,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",38,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",39,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",40,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",41,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",42,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",43,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",44,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",45,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",46,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",47,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",48,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",49,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",50,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",51,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",52,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",53,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",54,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",55,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",56,1
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",57,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",58,0
43ba97d49a,"[0, 1, 2, 3, 4, 5, 6, 7]",59,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",60,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",61,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",62,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",63,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",64,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",65,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",66,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",67,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",68,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",69,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",70,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",71,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",72,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",73,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",74,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",75,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",76,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",77,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",78,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",79,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",80,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",81,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",82,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",83,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",84,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",85,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",86,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",87,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",88,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",89,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",90,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",91,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",92,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",93,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",94,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",95,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",96,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",97,1
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",98,0
orig,"[4, 1, 5, 2, 3, 6, 7, 0]",99,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",60,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",61,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",62,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",63,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",64,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",65,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",66,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",67,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",68,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",69,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",70,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",71,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",72,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",73,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",74,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",75,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",76,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",77,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",78,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",79,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",80,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",81,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",82,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",83,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",84,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",85,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",86,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",87,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",88,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",89,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",90,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",91,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",92,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",93,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",94,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",95,1
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",96,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",97,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",98,0
orig,"[6, 2, 5, 1, 4, 3, 7, 0]",99,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",60,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",61,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",62,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",63,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",64,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",65,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",66,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",67,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",68,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",69,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",70,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",71,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",72,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",73,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",74,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",75,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",76,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",77,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",78,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",79,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",80,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",81,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",82,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",83,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",84,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",85,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",86,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",87,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",88,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",89,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",90,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",91,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",92,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",93,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",94,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",95,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",96,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",97,1
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",98,0
orig,"[2, 4, 0, 5, 1, 7, 6, 3]",99,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",60,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",61,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",62,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",63,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",64,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",65,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",66,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",67,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",68,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",69,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",70,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",71,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",72,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",73,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",74,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",75,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",76,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",77,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",78,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",79,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",80,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",81,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",82,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",83,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",84,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",85,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",86,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",87,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",88,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",89,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",90,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",91,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",92,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",93,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",94,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",95,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",96,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",97,0
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",98,1
orig,"[2, 6, 1, 5, 3, 4, 0, 7]",99,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",60,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",61,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",62,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",63,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",64,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",65,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",66,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",67,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",68,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",69,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",70,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",71,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",72,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",73,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",74,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",75,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",76,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",77,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",78,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",79,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",80,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",81,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",82,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",83,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",84,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",85,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",86,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",87,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",88,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",89,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",90,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",91,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",92,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",93,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",94,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",95,1
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",96,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",97,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",98,0
orig,"[4, 5, 7, 3, 1, 0, 2, 6]",99,0
orig,"[0, 6, 7, 5, 1, 4, 3, 2]",60,0
orig,"[0, 6, 7, 5, 1, 4, 3, 2]",61,1
orig,"[0, 6, 7, 5, 1, 4, 3, 2]",62,0
orig,"[0, 6, 7, 5, 1, 4, 3, 2]",63,0
